"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37769","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142607","","","medicinal product name","Name as authorized by a Medicines Regulatory Agency. NOTE: As a general principle, a marketing authorization is granted to a single Marketing Authorization Holder or sponsor who is responsible for placing a single Medicinal Product on the market. The marketing authorization contains the name of the Medicinal Product, which can refer to, for example, a single invented name or a scientific name [when available, the INN of the active substance(s)] accompanied by a trademark or other characteristics. Other characteristics of the name can refer to strength, pharmaceutical form, intended usage or an administration device, etc. [After ISO 11615:2017, 3.1.54]","C142607","","Medicinal Product Name"
"37770","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142605","","","medicinal product","Any substance or combination of substances that may be administered to human beings (or animals) for treating or preventing disease, or with the intent to make a medical diagnosis or to restore, correct or modify physiological functions. NOTE: 1. A Medicinal Product may contain one or more manufactured items and one or more pharmaceutical products. 2. In certain jurisdictions a Medicinal Product may also be defined as any substance or combination of substances which may be used to make a medical diagnosis. [After IDMP]","C142605","","Medicinal Product"
"37771","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142608","","","Medicines and Healthcare products Regulatory agency (MHRA)","The UK government agency responsible for ensuring that medicines and medical devices work, and are acceptably safe. [MHRA]","C142608","","Medicines And Healthcare Products Regulatory Agency"
"37772","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142609","","","mega-trials","Massive trials that test the advantages of therapeutic interventions by enrolling 10,000 or more subjects.","C142609","large sample trial","Mega-Trial"
"37773","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142553","","","memorandum of understanding (MOU)","A formal agreement between the Food and Drug administration (FDA) and federal, state, or local government agencies; academic institutions; and other entities. NOTE: The MOU constitutes an understanding between the parties but is a non-binding agreement. it is FDA's policy to enter into MOUs with other entities whenever there is a need to define lines of authority or responsibility, or to clarify cooperative procedures.","C142553","","FDA Memorandum of Understanding"
"37774","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142486","","","message (HL7)","The atomic unit of data transferred between systems. It comprises a group of segments in a defined sequence, each message has a message type that defines its purpose. NOTE: For example, the Admission, Discharge and Transfer (ADT) Message type is used to transmit portions of a patient's ADT data from one system to another. in HL7, a three-character code contained within each message identifies its type. [HL7]","C142486","","Data Message"
"37775","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C184389","","","meta-analysis protocol","The document describing the plan for combining of evidence from relevant studies using appropriate statistical methods to allow inference to be made to the population of interest. NOTE: The most common reason for performing a meta-analysis is to provide an estimate of a treatment effect or measure of relative risk associated with an intervention and to quantify the uncertainty about the estimated effect or risk, when data from a single existing study are insufficient for this purpose. [FDA Draft Guidance, Meta-Analyses of Randomized Controlled Clinical Trials to Evaluate the Safety of Human Drugs or Biological Products Guidance for Industry, November 2018] See also meta-analysis.","C184389","","Meta-Analysis Protocol Document"
"37776","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C17886","","","meta-analysis","The formal evaluation of the quantitative evidence from two or more trials bearing on the same question. NOTE: This most commonly involves the statistical combination of summary statistics from the various trials, but the term is sometimes also used to refer to the combination of the raw data. [from ICH E9 Glossary]","C17886","","Meta-Analysis"
"37777","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C19536","","","metabolism","The biochemical alteration of substances introduced into the body.","C19536","","Metabolic Process"
"37778","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C52095","","","metadata","Data that describe other data, particularly XML tags characterizing attributes of values in clinical data fields.","C52095","","Metadata"
"37779","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142726","","","migration","The act of moving a system or software product (including data) from an old to new operational environment in accordance with a software quality system. ISO/IEC/IEEE 12207:1995 5.5.5]","C142726","","System Migration"
"37780","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156663","","","minor","A subject who, according to the law of the applicable jurisdiction concerned, is under the age of legal competence to give informed consent. [after EU CTR]","C156663","","Minor Person"
"37781","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142610","","","missing data","Data not completed or corrupted in reports and case report forms, e.g., the data not captured when a subject withdraws from a trial. NOTE: Reviewers are concerned about missing data since patients who are not improved or who believe they have experienced side effects may be particularly prone to leave a trial, thus skewing the analysis of results if such analysis were to be done only on the subjects who had continued with the trial. Trial designs therefore specify plans for how such missing data will be treated in analysis. See also intention to treat. [FDA Guidance on Subject Withdrawal, 2008]","C142610","","Missing Data"
"37782","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53320","","","mode","The most frequently occurring value in a data set.","C53320","","Mode"
"37783","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16866","","","model","A formal structure for representing and analyzing a process such as a clinical trial or the information pertaining to a restricted context (e.g., clinical trial data). [CDISC]","C16866","","Model"
"37784","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C50072","","","modem","From modulator/ demodulator; a device that converts digital data into analog data that can be transmitted via telephone or cable lines used for communications.","C50072","","Modem Device"
"37785","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C103246","","","moiety","An entity that has a complete and continuous molecular structure and is part of a substance. The active moiety of the molecule is the basis for the physiological or pharmacological action of the drug substance. NOTE: The strength of a pharmaceutical product is often based on what is referred to as the active moiety. [after ISO 11238 2012-11 on Regulated information on Substances]","C103246","","Chemical Moiety"
