"id","alt_label","definition","identifier","notation","pref_label","uri"
"8065","Millimeter of Mercury","A unit of pressure equal to 0.001316 atmosphere and equal to the pressure indicated by one millimeter rise of mercury in a barometer at the Earth's surface. (NCI)","C49670","mmHg","Millimeter of Mercury","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C49670"
"8066","Hybrid Resistance Units;Wood Units","A unit of resistance equal to the number of millimeters of mercury times minutes, per unit of volume equal to one liter.","C150900","mmHg*min/L","Hybrid Resistance Units","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C150900"
"8067","","A unit of resistance equal to the number of millimeters of mercury per unit of volume equal to one liter per unit of time equal to one minute.","C105506","mmHg/L/min","Millimeter Mercury Per Liter Per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105506"
"8068","Millimeter of Mercury per Second","A rate of inflation or deflation of a manometric device based on the unit of pressure equal to 133,332 Pa or 1.316E10-3 standard atmosphere during period of time equal to one sixtieth of a minute. (NCI)","C73764","mmHg/sec","Millimeter of Mercury per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73764"
"8069","Millimole","A unit of amount of substance equal to one thousandth (1E-3) of a mole.","C48513","mmol","Millimole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48513"
"8070","mmol/24h","A unit of substance flow rate equal to one millimole per day.","C67420","mmol/day","Millimole per 24 Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67420"
"8071","Millimole per Gram","A unit amount of substance content (molality unit) defined as one mole of solute per one kilogram of solvent.(NCI)","C68740","mmol/g","Mole per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68740"
"8072","Millimole per Kilogram","A unit of amount of substance content (molality unit) defined as one thousandth of mole (1E-3 mole) of solute per one kilogram of solvent. (NCI)","C68892","mmol/kg","Millimole per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68892"
"8073","mcmol/mL;Micromole per Milliliter;Millimole per Liter;mmol/L;mol/m3;Mole per Cubic Meter;nmol/uL;umol/mL","A unit of concentration (molarity unit) equal to one millimole of solute per liter of solution.","C64387","mmol/L","Millimole per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C64387"
"8074","","A unit of gas diffusion capacity equal to one millimole per minute per kilopascal.","C116242","mmol/min/kPa","Millimoles per Minute per Kilopascal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116242"
"8075","","A unit of gas diffusion capacity equal to one millimole per minute per kilopascal per liter of volume.","C67423","mmol/min/kPa/L","Millimole per Minute per Thousand Pascal per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67423"
"8076","umol/mmol","A unit of fraction expressed as the ratio of the amount of a substance in solution, in millimoles, to the amount of a different substance in the mixture, in moles.","C111253","mmol/mol","Millimole per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C111253"
"8077","Millimoles per Second;mmol/sec","A unit of substance flow rate equal to one millimole per second.","C85723","mmol/s","Millimole per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85723"
"8078","","A unit of concentration (molarity unit) equal to one square millimole of solute per square liter of solution.","C122213","mmol2/L2","Square Millimole per Square Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122213"
"8079","MilliMerck Unit per Milliliter","A unit of concentration based on the vaccine specific number of titers that are the geometric mean titer at which an individual is considered to convert from a seronegative to a seropositive response due to the vaccine.","C132480","mMU/mL","MilliMerck Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C132480"
"8080","Millinewton","A unit of force equal to one thousandth of a Newton.","C127809","mN","Millinewton","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127809"
"8081","Mean Fluorescence Intensity Unit;MFI","A unit of measure for the mean fluorescence intensity when the mathematic calculation is unspecified or unknown.","C163046","MnFI","Mean Fluorescence Intensity Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C163046"
"8082","Mole","The base unit of amount of substance in the International System of Units (SI). It is equal to the same number of elementary units as there are atoms in 0.012 kg of carbon-12.","C42539","mol","Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42539"
"8083","","A unit of substance flow rate equal to one mole per day.","C85737","mol/day","Mole per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85737"
"8084","mmol/mg","A unit of amount of substance content (molality unit) defined as one mole of solute per one gram of solvent.(NCI)","C68893","mol/g","Mole per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68893"
"8085","mmol/mL;mol/L;Mole per Liter","A unit of concentration (molarity unit) equal to one mole of solute in one liter of solution.(NCI)","C48555","mol/L","Mole per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48555"
"8086","Mole per Milligram","A unit of amount of substance content (molality unit) defined as one mole of solute per one milligram of solvent.(NCI)","C68894","mol/mg","Mole per Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68894"
"8087","Mole per Milliliter","A unit of concentration (molarity unit) equal to one mole of solute in one milliliter of solution.(NCI)","C68891","mol/mL","Mole per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C68891"
"8088","mmol/mmol;Mole per Mole","A unit of fraction expressed as the ratio of the amount of substance of solute in moles to the amount of substance of the mixture in moles.(NCI)","C70455","mol/mol","Mole per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70455"
"8089","Month","One of the 12 divisions of a year as determined by a calendar. It corresponds to the unit of time of approximately to one cycle of the moon's phases, about 30 days or 4 weeks. (NCI)","C29846","MONTHS","Month","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C29846"
"8090","Milliosmole","A unit of osmotic pressure equal to one thousandth of an osmole or osmotic pressure of 0.001 molar solution of a substance that does not dissociate. (NCI)","C67318","mOsm","Milliosmole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67318"
"8091","Milliosmole per Kilogram","A unit of osmotic pressure equal to one thousandth of an osmole per kilogram substance.","C67427","mOsm/kg","Milliosmole per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67427"
"8092","","A unit of osmotic pressure equal to one thousandth of an osmole per unit of volume equal to one Liter.","C122214","mOsm/L","Milliosmole per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122214"
"8093","Millipascal","A SI derived unit of pressure equivalent to one thousandth of one pascal. (NCI)","C73765","mPa","Millipascal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73765"
"8094","Miles per Hour","A unit of both speed (scalar) and velocity (vector), defined as the distance of one mile travelled per unit time equal to one hour. (NCI)","C105500","mph","Mile Per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105500"
"8095","[MPL'U];Immunoglobin M Phospholipid Units","A unit for semiquantitative measurement of IgM autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard.","C67348","MPL U","IgM Phospholipid Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67348"
"8096","Immunoglobin M Phospholipid Units per Milliliter","A unit for semiquantitative measurement of IgM autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard, per unit of volume equal to one milliliter.","C117973","MPL U/mL","Immunoglobin M Phospholipid Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C117973"
"8097","Immunoglobin M Phosphatidylserine Units;Phosphatidylserine IgM Antibody Unit","A unit for semiquantitative measurement of IgM autoantibodies to proteins associated with phosphatidylserine evaluated against an established reference standard. (NCI)","C161496","MPS U","Phosphatidylserine IgM Antibody Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161496"
"8098","Megarad;Mrd","A unit of absorbed radiation dose equal to one million rad (10E6 rad), or 10000 Gy (10E4 Gy).","C67349","Mrad","Megarad","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67349"
"8099","","A unit of measure equal to one millisecond per one millimeter of mercury (mmHg).","C163565","ms/mmHg","Millisecond per Millimeter Mercury","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C163565"
"8100","","A unit of time, which is equal to one thousandth of a second squared.","C161489","ms2","Square Millisecond","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161489"
"8101","Millisecond;ms","A unit of time, which is equal to one thousandth of a second.(NCI)","C41140","msec","Millisecond","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C41140"
"8102","Milliunit","A quantity equivalent to one thousandth of a unit (10E-3 unit).","C67315","mU","Milliunit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67315"
"8103","","An arbitrary unit of substance content expressed in milliunit(s) per gram.","C122215","mU/g","Milliunit per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122215"
"8104","uU/mL","An arbitrary unit of substance concentration equal to the concentration at which one liter of mixture contains one thousandth of a unit of a substance.","C67408","mU/L","Microunit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67408"
"8105","Millivolt","A unit of electric potential and electromotive force equal to one thousandth of a volt.(NCI)","C67324","mV","Millivolt","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67324"
"8106","Millivolt * Minutes","A SI derived unit of magnetic flux, equal to the flux that produces in a circuit of one turn an electromotive force of one millivolt, when the flux is uniformly reduced to zero within one minute. (NCI)","C105512","mV*min","Millivolt Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105512"
"8107","uV/msec","A SI derived rate unit equal to one millivolt per unit of time equal to one second.","C122216","mV/sec","Millivolt per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122216"
"8108","Millivolt Squared per Hertz;Millivolt^2/Hertz","A unit equal to one thousandth of a volt squared per unit of frequency equal to one Hertz.","C114241","mV2/Hz","Millivolt Squared per Hertz","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C114241"
"8109","Nanocurie","A unit of radioactivity equal to one billionth of Curie or 37 Becquerels, and corresponding to a radioactivity of 37 atomic disintegrations per second.(NCI)","C67352","nCi","Nanocurie","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67352"
"8110","Nebule Dosing Unit","A unit of measurement based on the nebule dosing unit.(NCI)","C71204","NEBULE","Nebule Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71204"
"8111","Needle Gauge","A number representing the outer diameter of a needle. (NCI)","C101687","NEEDLE GAUGE","Needle Gauge","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C101687"
"8112","Newton","A unit of force which, when applied in a vacuum to a body having a mass of one kilogram, causes an acceleration of one meter per second squared. It is equal to 1E5 dynes. (NCI)","C42546","Newton","Newton","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42546"
"8113","NFIU;NIU;Normalized Fluorescence Intensity Unit;Normalized Intensity Unit","A relative fluorescence intensity unit that is adjusted to a reference standard. (NCI)","C154680","NFIU","Normalized Fluorescence Intensity Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C154680"
"8114","Nanogram","A unit of mass equal to one billionth (1E-9) of a gram.","C48516","ng","Nanogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48516"
"8115","","A unit of mass flow rate equal to one nanogram per day.","C85741","ng/day","Nanogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85741"
"8116","Nanogram per Deciliter","A unit of mass concentration defined as the concentration of one nanogram of a substance in unit volume of the mixture equal to one deciliter. The concept also refers to the unit of mass density (volumic mass) defined as the density of substance which mass equal to one nanogram occupies the volume one deciliter.(NCI)","C67326","ng/dL","Nanogram per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67326"
"8117","fg/mg;Nanogram per Kilogram;pg/g","A unit expressed as the number of nanogram(s) per kilogram.","C67429","ng/kg","Nanogram per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67429"
"8118","Microgram per Cubic Meter;ng/L;pg/mL;ug/m3","A unit of concentration or mass density equal to one picogram of substance per milliliter of solution or one nanogram of substance per liter of solution.","C67327","ng/L","Nanogram per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67327"
"8119","fg/umol;pg/mmol","A unit of mass commonly used to express the molar mass of a substance in nanogram(s) per mole.","C176386","ng/mol","Nanogram per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176386"
"8120","pgEq/mL","A concentration unit measured as a number of nanogram equivalent of solute per liter of solution.","C130192","ngEq/L","Nanogram Equivalents Per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C130192"
"8121","Nanokatal","A unit of catalytic activity measurement equal to one billionth of one katal (1E-9 katal). (NCI)","C70508","nkat","Nanokatal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70508"
"8122","Nanokatals per Gram Hemoglobin","A unit of catalytic activity equal to one billionth of one katal (10E-9 katal) per gram of hemoglobin.","C176383","nkat/g Hb","Nanokatal per Gram Hemoglobin","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176383"
"8123","Nanokatal per Liter","A unit of catalytic activity concentration defined as the catalytic activity of the component equal to one billionth of one katal (1E-9 katal) in the unit volume of the system equal to one liter. (NCI)","C70510","nkat/L","Nanokatal per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70510"
"8124","Nanoliter","A unit of volume equal to one billionth of a liter (1E-9 liter). (NCI)","C69188","nL","Nanoliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69188"
